thickness,RE,Umach,AOA,Cl,Cdt,Cdp,Cdf,Cm
9,2.00E+05,0.3,3,0.331661673,1.32E-02,3.38E-03,9.83E-03,-2.69E-03
9,2.00E+05,0.3,4,0.440334252,1.39E-02,4.42E-03,9.50E-03,-3.85E-03
9,2.00E+05,0.3,5,0.546981034,1.49E-02,5.87E-03,9.05E-03,-5.27E-03
9,2.00E+05,0.3,5.5,0.599172789,1.56E-02,6.81E-03,8.78E-03,-6.10E-03
9,2.00E+05,0.3,6,0.65029953,1.64E-02,7.93E-03,8.46E-03,-7.04E-03
9,2.00E+05,0.3,6.5,0.699997631,1.74E-02,9.27E-03,8.09E-03,-8.11E-03
9,2.00E+05,0.3,7,0.747670126,1.86E-02,1.09E-02,7.66E-03,-9.33E-03
9,2.00E+05,0.3,7.5,0.792347635,2.02E-02,1.31E-02,7.15E-03,-1.08E-02
9,2.00E+05,0.3,8,0.831987362,2.24E-02,1.59E-02,6.51E-03,-1.24E-02
9,2.00E+05,0.3,8.5,0.861599893,2.60E-02,2.03E-02,5.67E-03,-1.44E-02
9,2.00E+05,0.3,9,0.862202714,3.34E-02,2.90E-02,4.43E-03,-1.64E-02
9,2.00E+05,0.3,9.5,0.876186205,6.17E-02,5.86E-02,3.06E-03,-1.54E-02
9,2.00E+05,0.3,10,0.71563167,6.00E-02,5.64E-02,3.63E-03,3.75E-03
9,2.00E+05,0.35,0,3.34E-11,1.24E-02,2.22E-03,1.02E-02,8.97E-12
9,2.00E+05,0.35,1,0.113011394,1.25E-02,2.35E-03,1.02E-02,-8.80E-04
9,2.00E+05,0.35,2,0.225659085,1.28E-02,2.77E-03,1.00E-02,-1.83E-03
9,2.00E+05,0.35,3,0.337533552,1.33E-02,3.49E-03,9.78E-03,-2.91E-03
9,2.00E+05,0.35,4,0.448064064,1.40E-02,4.57E-03,9.43E-03,-4.21E-03
9,2.00E+05,0.35,5,0.556372231,1.51E-02,6.12E-03,8.95E-03,-5.83E-03
9,2.00E+05,0.35,5.5,0.609222137,1.58E-02,7.14E-03,8.65E-03,-6.80E-03
9,2.00E+05,0.35,6,0.66075821,1.67E-02,8.37E-03,8.30E-03,-7.91E-03
9,2.00E+05,0.35,6.5,0.710391559,1.78E-02,9.92E-03,7.89E-03,-9.20E-03
9,2.00E+05,0.35,7,0.757058446,1.93E-02,1.19E-02,7.38E-03,-1.07E-02
9,2.00E+05,0.35,7.5,0.798577096,2.14E-02,1.47E-02,6.73E-03,-1.25E-02
9,2.00E+05,0.35,8,0.829685456,2.49E-02,1.91E-02,5.87E-03,-1.47E-02
9,2.00E+05,0.35,8.5,0.835455883,3.20E-02,2.73E-02,4.62E-03,-1.69E-02
9,2.00E+05,0.35,9,0.851972422,0.109609514,0.107007954,2.60E-03,4.69E-02
9,2.00E+05,0.35,9.5,0.577277534,7.73E-02,7.33E-02,3.98E-03,2.23E-02
9,2.00E+05,0.35,10,0.602121663,8.88E-02,8.52E-02,3.57E-03,2.64E-02
9,2.00E+05,0.4,0,4.75E-11,1.25E-02,2.29E-03,1.02E-02,1.13E-11
9,2.00E+05,0.4,1,0.115451706,1.25E-02,2.43E-03,1.01E-02,-9.50E-04
9,2.00E+05,0.4,2,0.230527196,1.28E-02,2.86E-03,9.97E-03,-1.98E-03
9,2.00E+05,0.4,3,0.344796647,1.33E-02,3.62E-03,9.72E-03,-3.20E-03
9,2.00E+05,0.4,4,0.457628606,1.41E-02,4.77E-03,9.34E-03,-4.69E-03
9,2.00E+05,0.4,5,0.567937428,1.53E-02,6.45E-03,8.83E-03,-6.60E-03
9,2.00E+05,0.4,5.5,0.621481704,1.61E-02,7.58E-03,8.49E-03,-7.78E-03
9,2.00E+05,0.4,6,0.673227248,1.71E-02,9.02E-03,8.09E-03,-9.16E-03
9,2.00E+05,0.4,6.5,0.721992452,1.85E-02,1.09E-02,7.59E-03,-1.08E-02
9,2.00E+05,0.4,7,0.765314907,2.06E-02,1.37E-02,6.93E-03,-1.28E-02
9,2.00E+05,0.4,7.5,0.797917913,2.41E-02,1.80E-02,6.04E-03,-1.53E-02
9,2.00E+05,0.4,8,0.808491296,3.04E-02,2.56E-02,4.85E-03,-1.77E-02
9,2.00E+05,0.4,8.5,0.738434417,5.59E-02,5.28E-02,3.03E-03,-4.56E-03
9,2.00E+05,0.4,9,0.717534356,4.71E-02,4.31E-02,4.02E-03,-9.15E-03
9,2.00E+05,0.4,9.5,0.695219177,6.45E-02,6.10E-02,3.45E-03,3.52E-03
9,2.00E+05,0.4,10,0.548241967,0.100464958,9.65E-02,3.95E-03,3.48E-02
9,2.00E+05,0.45,0,4.17E-11,1.25E-02,2.37E-03,1.01E-02,1.02E-11
9,2.00E+05,0.45,1,0.118455646,1.26E-02,2.52E-03,1.01E-02,-1.04E-03
9,2.00E+05,0.45,2,0.236525961,1.29E-02,2.98E-03,9.91E-03,-2.19E-03
9,2.00E+05,0.45,3,0.353759973,1.34E-02,3.78E-03,9.64E-03,-3.58E-03
9,2.00E+05,0.45,4,0.469428263,1.43E-02,5.02E-03,9.24E-03,-5.36E-03
9,2.00E+05,0.45,5,0.582068445,1.56E-02,6.90E-03,8.66E-03,-7.72E-03
9,2.00E+05,0.45,5.5,0.63613975,1.65E-02,8.25E-03,8.27E-03,-9.23E-03
9,2.00E+05,0.45,6,0.68716698,1.79E-02,1.01E-02,7.77E-03,-1.11E-02
9,2.00E+05,0.45,6.5,0.732319139,1.99E-02,1.28E-02,7.10E-03,-1.34E-02
9,2.00E+05,0.45,7,0.766241649,2.34E-02,1.72E-02,6.18E-03,-1.61E-02
9,2.00E+05,0.45,7.5,0.781360434,2.93E-02,2.43E-02,5.05E-03,-1.87E-02
9,2.00E+05,0.45,8,0.767082938,3.85E-02,3.44E-02,4.01E-03,-1.85E-02
9,2.00E+05,0.45,8.5,0.783006381,4.44E-02,4.05E-02,3.90E-03,-1.95E-02
9,2.00E+05,0.45,9,0.575139555,9.70E-02,9.41E-02,2.85E-03,3.86E-02
9,2.00E+05,0.45,9.5,0.591668331,8.70E-02,8.33E-02,3.64E-03,2.44E-02
9,2.00E+05,0.45,10,0.537002124,0.104113219,0.100022511,4.09E-03,3.62E-02
9,2.00E+05,0.5,0,4.32E-11,1.25E-02,2.48E-03,1.01E-02,1.02E-11
9,2.00E+05,0.5,1,0.122168312,1.26E-02,2.63E-03,1.00E-02,-1.16E-03
9,2.00E+05,0.5,2,0.243952349,1.30E-02,3.12E-03,9.84E-03,-2.47E-03
9,2.00E+05,0.5,3,0.364874244,1.35E-02,3.99E-03,9.55E-03,-4.12E-03
9,2.00E+05,0.5,4,0.484053692,1.45E-02,5.36E-03,9.11E-03,-6.31E-03
9,2.00E+05,0.5,5,0.599135087,1.60E-02,7.58E-03,8.44E-03,-9.42E-03
9,2.00E+05,0.5,5.5,0.652602261,1.73E-02,9.40E-03,7.94E-03,-1.16E-02
9,2.00E+05,0.5,6,0.699087759,1.95E-02,1.23E-02,7.23E-03,-1.43E-02
9,2.00E+05,0.5,6.5,0.733761975,2.31E-02,1.68E-02,6.29E-03,-1.75E-02
9,2.00E+05,0.5,7,0.752123389,2.88E-02,2.36E-02,5.20E-03,-2.01E-02
9,2.00E+05,0.5,7.5,0.749292369,3.72E-02,3.30E-02,4.19E-03,-1.98E-02
9,2.00E+05,0.5,8,0.719962995,5.25E-02,4.92E-02,3.34E-03,-8.34E-03
9,2.00E+05,0.5,8.5,0.63809123,5.67E-02,5.28E-02,3.90E-03,-2.49E-03
9,2.00E+05,0.5,9,0.607278721,7.94E-02,7.59E-02,3.52E-03,1.80E-02
9,2.00E+05,0.5,9.5,0.559019331,9.41E-02,9.02E-02,3.90E-03,2.92E-02
9,2.00E+05,0.5,10,0.530882035,0.107028437,0.102834321,4.19E-03,3.68E-02
9,2.00E+05,0.55,0,4.85E-11,1.26E-02,2.61E-03,1.00E-02,1.13E-11
9,2.00E+05,0.55,1,0.126808725,1.27E-02,2.78E-03,9.94E-03,-1.32E-03
9,2.00E+05,0.55,2,0.253253795,1.31E-02,3.31E-03,9.76E-03,-2.87E-03
9,2.00E+05,0.55,3,0.378836281,1.37E-02,4.27E-03,9.45E-03,-4.90E-03
9,2.00E+05,0.55,4,0.502360812,1.48E-02,5.84E-03,8.95E-03,-7.79E-03
9,2.00E+05,0.55,5,0.61805877,1.70E-02,8.90E-03,8.08E-03,-1.24E-02
9,2.00E+05,0.55,5.5,0.665595198,1.93E-02,1.20E-02,7.36E-03,-1.58E-02
9,2.00E+05,0.55,6,0.701637252,2.31E-02,1.67E-02,6.42E-03,-1.94E-02
9,2.00E+05,0.55,6.5,0.722676504,2.86E-02,2.32E-02,5.38E-03,-2.20E-02
9,2.00E+05,0.55,7,0.7245622,3.63E-02,3.19E-02,4.45E-03,-2.16E-02
9,2.00E+05,0.55,7.5,0.702376106,4.69E-02,4.31E-02,3.79E-03,-1.47E-02
9,2.00E+05,0.55,8,0.656166951,6.12E-02,5.77E-02,3.44E-03,6.90E-04
9,2.00E+05,0.55,8.5,0.61957513,7.28E-02,6.92E-02,3.58E-03,1.11E-02
9,2.00E+05,0.55,9,0.574629139,8.62E-02,8.23E-02,3.81E-03,2.27E-02
9,2.00E+05,0.55,9.5,0.543975531,9.89E-02,9.49E-02,4.07E-03,3.14E-02
9,2.00E+05,0.55,10,0.528525963,0.110003581,0.105716848,4.29E-03,3.73E-02
9,2.00E+05,0.6,0,6.58E-11,1.27E-02,2.77E-03,9.93E-03,1.32E-11
9,2.00E+05,0.6,1,0.13272091,1.28E-02,2.96E-03,9.86E-03,-1.54E-03
9,2.00E+05,0.6,2,0.265152983,1.32E-02,3.55E-03,9.67E-03,-3.44E-03
9,2.00E+05,0.6,3,0.39678597,1.40E-02,4.64E-03,9.32E-03,-6.12E-03
9,2.00E+05,0.6,4,0.525273244,1.54E-02,6.64E-03,8.72E-03,-1.04E-02
9,2.00E+05,0.6,5,0.633305638,1.96E-02,1.21E-02,7.50E-03,-1.80E-02
9,2.00E+05,0.6,5.5,0.672558902,2.36E-02,1.70E-02,6.61E-03,-2.21E-02
9,2.00E+05,0.6,6,0.694727992,2.92E-02,2.36E-02,5.61E-03,-2.45E-02
9,2.00E+05,0.6,6.5,0.694308951,3.70E-02,3.23E-02,4.69E-03,-2.28E-02
9,2.00E+05,0.6,7,0.673520895,4.71E-02,4.30E-02,4.07E-03,-1.48E-02
9,2.00E+05,0.6,7.5,0.642164415,5.81E-02,5.43E-02,3.79E-03,-3.48E-03
9,2.00E+05,0.6,8,0.60682725,6.95E-02,6.57E-02,3.76E-03,7.91E-03
9,2.00E+05,0.6,8.5,0.576523006,8.09E-02,7.70E-02,3.87E-03,1.77E-02
9,2.00E+05,0.6,9,0.552423619,9.22E-02,8.81E-02,4.04E-03,2.60E-02
9,2.00E+05,0.6,9.5,0.536550482,0.103112295,9.89E-02,4.22E-03,3.26E-02
9,2.00E+05,0.6,10,0.529190524,0.113255098,0.108878698,4.38E-03,3.77E-02
9,3.00E+05,0.05,0,2.54E-11,1.15E-02,1.76E-03,9.72E-03,8.75E-12
9,3.00E+05,0.05,1,0.106850075,1.16E-02,1.86E-03,9.69E-03,-6.40E-04
9,3.00E+05,0.05,2,0.213399416,1.18E-02,2.18E-03,9.59E-03,-1.31E-03
9,3.00E+05,0.05,3,0.319348465,1.22E-02,2.73E-03,9.43E-03,-2.03E-03
9,3.00E+05,0.05,4,0.424311908,1.27E-02,3.53E-03,9.19E-03,-2.84E-03
9,3.00E+05,0.05,5,0.527844652,1.35E-02,4.62E-03,8.88E-03,-3.77E-03
9,3.00E+05,0.05,5.5,0.578891636,1.40E-02,5.29E-03,8.70E-03,-4.29E-03
9,3.00E+05,0.05,6,0.629339533,1.46E-02,6.06E-03,8.49E-03,-4.86E-03
9,3.00E+05,0.05,6.5,0.679073831,1.52E-02,6.95E-03,8.27E-03,-5.49E-03
9,3.00E+05,0.05,7,0.72795669,1.60E-02,7.95E-03,8.01E-03,-6.17E-03
9,3.00E+05,0.05,7.5,0.775876162,1.68E-02,9.09E-03,7.74E-03,-6.92E-03
9,3.00E+05,0.05,8,0.822596065,1.78E-02,1.04E-02,7.43E-03,-7.73E-03
9,3.00E+05,0.05,8.5,0.867870436,1.90E-02,1.19E-02,7.10E-03,-8.63E-03
9,3.00E+05,0.05,9,0.911375005,2.03E-02,1.36E-02,6.73E-03,-9.60E-03
9,3.00E+05,0.05,9.5,0.952585063,2.19E-02,1.56E-02,6.33E-03,-1.07E-02
9,3.00E+05,0.05,10,0.991018317,2.38E-02,1.79E-02,5.88E-03,-1.18E-02
9,3.00E+05,0.1,0,1.93E-11,1.15E-02,1.77E-03,9.72E-03,7.55E-12
9,3.00E+05,0.1,1,0.10723613,1.16E-02,1.87E-03,9.68E-03,-6.50E-04
9,3.00E+05,0.1,2,0.214169373,1.18E-02,2.19E-03,9.58E-03,-1.33E-03
9,3.00E+05,0.1,3,0.320497294,1.22E-02,2.75E-03,9.41E-03,-2.06E-03
9,3.00E+05,0.1,4,0.425828781,1.27E-02,3.55E-03,9.18E-03,-2.89E-03
9,3.00E+05,0.1,5,0.529708785,1.35E-02,4.66E-03,8.87E-03,-3.85E-03
9,3.00E+05,0.1,5.5,0.580915895,1.40E-02,5.34E-03,8.68E-03,-4.39E-03
9,3.00E+05,0.1,6,0.631508559,1.46E-02,6.12E-03,8.47E-03,-4.98E-03
9,3.00E+05,0.1,6.5,0.681367619,1.53E-02,7.01E-03,8.24E-03,-5.63E-03
9,3.00E+05,0.1,7,0.730346309,1.60E-02,8.04E-03,7.98E-03,-6.33E-03
9,3.00E+05,0.1,7.5,0.778323523,1.69E-02,9.20E-03,7.70E-03,-7.11E-03
9,3.00E+05,0.1,8,0.825041923,1.79E-02,1.05E-02,7.38E-03,-7.96E-03
9,3.00E+05,0.1,8.5,0.870226773,1.91E-02,1.21E-02,7.04E-03,-8.90E-03
9,3.00E+05,0.1,9,0.913516938,2.05E-02,1.38E-02,6.66E-03,-9.92E-03
9,3.00E+05,0.1,9.5,0.954309423,2.22E-02,1.59E-02,6.24E-03,-1.10E-02
9,3.00E+05,0.1,10,0.992002498,2.42E-02,1.84E-02,5.78E-03,-1.22E-02
9,3.00E+05,0.15,0,2.33E-11,1.15E-02,1.79E-03,9.70E-03,8.20E-12
9,3.00E+05,0.15,1,0.107890528,1.16E-02,1.89E-03,9.67E-03,-6.66E-04
9,3.00E+05,0.15,2,0.215474402,1.18E-02,2.22E-03,9.57E-03,-1.36E-03
9,3.00E+05,0.15,3,0.322445011,1.22E-02,2.77E-03,9.40E-03,-2.12E-03
9,3.00E+05,0.15,4,0.42840055,1.27E-02,3.59E-03,9.15E-03,-2.99E-03
9,3.00E+05,0.15,5,0.532868377,1.36E-02,4.72E-03,8.84E-03,-3.99E-03
9,3.00E+05,0.15,5.5,0.584344985,1.41E-02,5.41E-03,8.65E-03,-4.56E-03
9,3.00E+05,0.15,6,0.63518074,1.46E-02,6.21E-03,8.43E-03,-5.18E-03
9,3.00E+05,0.15,6.5,0.685246896,1.53E-02,7.13E-03,8.19E-03,-5.87E-03
9,3.00E+05,0.15,7,0.734378481,1.61E-02,8.19E-03,7.93E-03,-6.62E-03
9,3.00E+05,0.15,7.5,0.782432682,1.70E-02,9.40E-03,7.63E-03,-7.46E-03
9,3.00E+05,0.15,8,0.829113982,1.81E-02,1.08E-02,7.30E-03,-8.37E-03
9,3.00E+05,0.15,8.5,0.874095028,1.94E-02,1.24E-02,6.94E-03,-9.38E-03
9,3.00E+05,0.15,9,0.916909516,2.08E-02,1.43E-02,6.53E-03,-1.05E-02
9,3.00E+05,0.15,9.5,0.956795941,2.27E-02,1.66E-02,6.08E-03,-1.17E-02
9,3.00E+05,0.15,10,0.992854485,2.49E-02,1.93E-02,5.58E-03,-1.30E-02
9,3.00E+05,0.2,0,3.20E-11,1.15E-02,1.81E-03,9.68E-03,9.07E-12
9,3.00E+05,0.2,1,0.108830704,1.16E-02,1.92E-03,9.65E-03,-6.89E-04
9,3.00E+05,0.2,2,0.217349742,1.18E-02,2.25E-03,9.55E-03,-1.41E-03
9,3.00E+05,0.2,3,0.325243157,1.22E-02,2.82E-03,9.37E-03,-2.21E-03
9,3.00E+05,0.2,4,0.432095292,1.28E-02,3.65E-03,9.12E-03,-3.12E-03
9,3.00E+05,0.2,5,0.537406277,1.36E-02,4.81E-03,8.79E-03,-4.20E-03
9,3.00E+05,0.2,5.5,0.589266538,1.41E-02,5.52E-03,8.60E-03,-4.81E-03
9,3.00E+05,0.2,6,0.64044638,1.47E-02,6.35E-03,8.37E-03,-5.49E-03
9,3.00E+05,0.2,6.5,0.69079651,1.54E-02,7.31E-03,8.12E-03,-6.24E-03
9,3.00E+05,0.2,7,0.740117168,1.63E-02,8.42E-03,7.84E-03,-7.06E-03
9,3.00E+05,0.2,7.5,0.788237078,1.72E-02,9.70E-03,7.53E-03,-7.98E-03
9,3.00E+05,0.2,8,0.834773173,1.84E-02,1.12E-02,7.17E-03,-9.00E-03
9,3.00E+05,0.2,8.5,0.879285469,1.98E-02,1.30E-02,6.78E-03,-1.01E-02
9,3.00E+05,0.2,9,0.921078243,2.14E-02,1.51E-02,6.33E-03,-1.14E-02
9,3.00E+05,0.2,9.5,0.959011788,2.35E-02,1.77E-02,5.82E-03,-1.27E-02
9,3.00E+05,0.2,10,0.99119607,2.63E-02,2.11E-02,5.23E-03,-1.42E-02
9,3.00E+05,0.25,0,3.11E-11,1.15E-02,1.84E-03,9.66E-03,9.38E-12
9,3.00E+05,0.25,1,0.110082288,1.16E-02,1.95E-03,9.62E-03,-7.21E-04
9,3.00E+05,0.25,2,0.219846362,1.18E-02,2.29E-03,9.52E-03,-1.48E-03
9,3.00E+05,0.25,3,0.32896969,1.22E-02,2.87E-03,9.34E-03,-2.33E-03
9,3.00E+05,0.25,4,0.437017077,1.28E-02,3.73E-03,9.08E-03,-3.32E-03
9,3.00E+05,0.25,5,0.543446724,1.37E-02,4.93E-03,8.74E-03,-4.49E-03
9,3.00E+05,0.25,5.5,0.595813005,1.42E-02,5.68E-03,8.53E-03,-5.17E-03
9,3.00E+05,0.25,6,0.647434274,1.48E-02,6.55E-03,8.30E-03,-5.92E-03
9,3.00E+05,0.25,6.5,0.69813031,1.56E-02,7.57E-03,8.03E-03,-6.76E-03
9,3.00E+05,0.25,7,0.747655697,1.65E-02,8.76E-03,7.73E-03,-7.70E-03
9,3.00E+05,0.25,7.5,0.795717876,1.75E-02,1.02E-02,7.38E-03,-8.75E-03
9,3.00E+05,0.25,8,0.841815389,1.88E-02,1.18E-02,6.99E-03,-9.92E-03
9,3.00E+05,0.25,8.5,0.885177223,2.04E-02,1.39E-02,6.53E-03,-1.12E-02
9,3.00E+05,0.25,9,0.92449227,2.25E-02,1.65E-02,6.00E-03,-1.27E-02
9,3.00E+05,0.25,9.5,0.957188292,2.53E-02,2.00E-02,5.37E-03,-1.44E-02
9,3.00E+05,0.25,10,0.977057206,2.97E-02,2.52E-02,4.57E-03,-1.60E-02
9,3.00E+05,0.3,0,3.84E-11,1.15E-02,1.88E-03,9.63E-03,1.09E-11
9,3.00E+05,0.3,1,0.111681333,1.16E-02,1.99E-03,9.59E-03,-7.62E-04
9,3.00E+05,0.3,2,0.223039771,1.18E-02,2.34E-03,9.48E-03,-1.58E-03
9,3.00E+05,0.3,3,0.333737502,1.22E-02,2.94E-03,9.30E-03,-2.49E-03
9,3.00E+05,0.3,4,0.443315894,1.29E-02,3.84E-03,9.03E-03,-3.58E-03
9,3.00E+05,0.3,5,0.551173827,1.38E-02,5.09E-03,8.67E-03,-4.89E-03
9,3.00E+05,0.3,5.5,0.604169365,1.43E-02,5.88E-03,8.45E-03,-5.66E-03
9,3.00E+05,0.3,6,0.656322086,1.50E-02,6.81E-03,8.19E-03,-6.53E-03
9,3.00E+05,0.3,6.5,0.707388198,1.58E-02,7.92E-03,7.90E-03,-7.50E-03
9,3.00E+05,0.3,7,0.757020818,1.68E-02,9.24E-03,7.56E-03,-8.60E-03
9,3.00E+05,0.3,7.5,0.804676956,1.80E-02,1.09E-02,7.17E-03,-9.86E-03
9,3.00E+05,0.3,8,0.849452958,1.96E-02,1.29E-02,6.70E-03,-1.13E-02
9,3.00E+05,0.3,8.5,0.889554949,2.17E-02,1.56E-02,6.13E-03,-1.30E-02
9,3.00E+05,0.3,9,0.921087664,2.49E-02,1.95E-02,5.40E-03,-1.49E-02
9,3.00E+05,0.3,9.5,0.932517576,3.06E-02,2.62E-02,4.41E-03,-1.68E-02
9,3.00E+05,0.3,10,0.907907547,3.57E-02,3.16E-02,4.10E-03,-1.84E-02
9,3.00E+05,0.35,0,3.21E-11,1.15E-02,1.93E-03,9.60E-03,9.15E-12
9,3.00E+05,0.35,1,0.113680303,1.16E-02,2.04E-03,9.56E-03,-8.16E-04
9,3.00E+05,0.35,2,0.227032986,1.18E-02,2.41E-03,9.44E-03,-1.70E-03
9,3.00E+05,0.35,3,0.339703739,1.23E-02,3.03E-03,9.25E-03,-2.71E-03
9,3.00E+05,0.35,4,0.451199731,1.29E-02,3.97E-03,8.96E-03,-3.93E-03
9,3.00E+05,0.35,5,0.560831226,1.39E-02,5.30E-03,8.58E-03,-5.44E-03
9,3.00E+05,0.35,5.5,0.614586022,1.45E-02,6.15E-03,8.34E-03,-6.35E-03
9,3.00E+05,0.35,6,0.667327639,1.52E-02,7.18E-03,8.06E-03,-7.38E-03
9,3.00E+05,0.35,6.5,0.718674376,1.62E-02,8.43E-03,7.73E-03,-8.56E-03
9,3.00E+05,0.35,7,0.767983697,1.73E-02,9.99E-03,7.33E-03,-9.92E-03
9,3.00E+05,0.35,7.5,0.814068132,1.89E-02,1.20E-02,6.84E-03,-1.15E-02
9,3.00E+05,0.35,8,0.854383417,2.11E-02,1.49E-02,6.21E-03,-1.35E-02
9,3.00E+05,0.35,8.5,0.882546835,2.49E-02,1.96E-02,5.34E-03,-1.58E-02
9,3.00E+05,0.35,9,0.885987878,3.27E-02,2.86E-02,4.15E-03,-1.75E-02
9,3.00E+05,0.35,9.5,0.922032673,9.86E-02,9.60E-02,2.58E-03,8.98E-03
9,3.00E+05,0.35,10,0.571812688,0.116344739,0.112788146,3.56E-03,6.54E-02
9,3.00E+05,0.4,0,3.52E-11,1.15E-02,1.99E-03,9.55E-03,1.04E-11
9,3.00E+05,0.4,1,0.116152361,1.16E-02,2.11E-03,9.51E-03,-8.85E-04
9,3.00E+05,0.4,2,0.231972677,1.19E-02,2.49E-03,9.39E-03,-1.85E-03
9,3.00E+05,0.4,3,0.347088355,1.23E-02,3.15E-03,9.19E-03,-2.99E-03
9,3.00E+05,0.4,4,0.460966322,1.30E-02,4.14E-03,8.89E-03,-4.40E-03
9,3.00E+05,0.4,5,0.572759479,1.40E-02,5.58E-03,8.47E-03,-6.21E-03
9,3.00E+05,0.4,5.5,0.627377174,1.47E-02,6.53E-03,8.20E-03,-7.31E-03
9,3.00E+05,0.4,6,0.680622988,1.56E-02,7.71E-03,7.87E-03,-8.60E-03
9,3.00E+05,0.4,6.5,0.731680149,1.67E-02,9.25E-03,7.47E-03,-1.01E-02
9,3.00E+05,0.4,7,0.778867254,1.83E-02,1.14E-02,6.94E-03,-1.20E-02
9,3.00E+05,0.4,7.5,0.818375685,2.09E-02,1.47E-02,6.22E-03,-1.43E-02
9,3.00E+05,0.4,8,0.841952914,2.54E-02,2.02E-02,5.21E-03,-1.70E-02
9,3.00E+05,0.4,8.5,0.83219085,3.51E-02,3.12E-02,3.89E-03,-1.78E-02
9,3.00E+05,0.4,9,0.512113949,7.12E-02,6.72E-02,3.99E-03,1.96E-02
9,3.00E+05,0.4,9.5,0.705515924,5.49E-02,5.11E-02,3.87E-03,1.21E-03
9,3.00E+05,0.4,10,0.590876385,8.10E-02,7.72E-02,3.80E-03,2.23E-02
9,3.00E+05,0.45,0,4.17E-11,1.16E-02,2.06E-03,9.51E-03,1.14E-11
9,3.00E+05,0.45,1,0.119197999,1.17E-02,2.19E-03,9.47E-03,-9.74E-04
9,3.00E+05,0.45,2,0.238064073,1.19E-02,2.59E-03,9.34E-03,-2.06E-03
9,3.00E+05,0.45,3,0.356211471,1.24E-02,3.29E-03,9.12E-03,-3.37E-03
9,3.00E+05,0.45,4,0.473041101,1.32E-02,4.36E-03,8.79E-03,-5.06E-03
9,3.00E+05,0.45,5,0.587405987,1.43E-02,5.96E-03,8.32E-03,-7.31E-03
9,3.00E+05,0.45,5.5,0.642816006,1.51E-02,7.09E-03,8.00E-03,-8.75E-03
9,3.00E+05,0.45,6,0.695836086,1.62E-02,8.62E-03,7.59E-03,-1.05E-02
9,3.00E+05,0.45,6.5,0.744026182,1.79E-02,1.09E-02,7.02E-03,-1.27E-02
9,3.00E+05,0.45,7,0.781479986,2.09E-02,1.48E-02,6.17E-03,-1.56E-02
9,3.00E+05,0.45,7.5,0.801992513,2.61E-02,2.10E-02,5.11E-03,-1.85E-02
9,3.00E+05,0.45,8,0.797466741,3.41E-02,3.00E-02,4.06E-03,-1.96E-02
9,3.00E+05,0.45,8.5,0.731327145,3.85E-02,3.43E-02,4.25E-03,-1.62E-02
9,3.00E+05,0.45,9,0.824914945,6.25E-02,5.95E-02,2.97E-03,-1.17E-02
9,3.00E+05,0.45,9.5,0.683335913,0.11882482,0.11616352,2.66E-03,5.95E-02
9,3.00E+05,0.45,10,0.631135905,9.49E-02,9.18E-02,3.19E-03,3.07E-02
9,3.00E+05,0.5,0,4.24E-11,1.16E-02,2.15E-03,9.45E-03,1.15E-11
9,3.00E+05,0.5,1,0.122965582,1.17E-02,2.29E-03,9.41E-03,-1.09E-03
9,3.00E+05,0.5,2,0.245611474,1.20E-02,2.72E-03,9.27E-03,-2.34E-03
9,3.00E+05,0.5,3,0.367541379,1.25E-02,3.47E-03,9.04E-03,-3.90E-03
9,3.00E+05,0.5,4,0.488047933,1.33E-02,4.65E-03,8.68E-03,-6.01E-03
9,3.00E+05,0.5,5,0.605241327,1.47E-02,6.55E-03,8.12E-03,-9.02E-03
9,3.00E+05,0.5,5.5,0.660299685,1.58E-02,8.11E-03,7.70E-03,-1.11E-02
9,3.00E+05,0.5,6,0.708485573,1.78E-02,1.07E-02,7.05E-03,-1.39E-02
9,3.00E+05,0.5,6.5,0.744777702,2.12E-02,1.51E-02,6.15E-03,-1.72E-02
9,3.00E+05,0.5,7,0.765353986,2.65E-02,2.14E-02,5.10E-03,-2.02E-02
9,3.00E+05,0.5,7.5,0.765863466,3.44E-02,3.03E-02,4.12E-03,-2.07E-02
9,3.00E+05,0.5,8,0.761240089,4.82E-02,4.48E-02,3.32E-03,-1.33E-02
9,3.00E+05,0.5,8.5,0.554772665,6.11E-02,5.73E-02,3.79E-03,9.02E-03
9,3.00E+05,0.5,9,0.731384831,6.43E-02,6.10E-02,3.30E-03,-3.50E-03
9,3.00E+05,0.5,9.5,0.590328863,8.75E-02,8.41E-02,3.39E-03,2.60E-02
9,3.00E+05,0.5,10,0.5690382,9.90E-02,9.53E-02,3.70E-03,3.26E-02
9,3.00E+05,0.55,0,5.41E-11,1.17E-02,2.27E-03,9.39E-03,1.65E-11
9,3.00E+05,0.55,1,0.12767947,1.18E-02,2.41E-03,9.34E-03,-1.25E-03
9,3.00E+05,0.55,2,0.255077381,1.21E-02,2.88E-03,9.20E-03,-2.72E-03
9,3.00E+05,0.55,3,0.38180342,1.26E-02,3.71E-03,8.94E-03,-4.68E-03
9,3.00E+05,0.55,4,0.506918531,1.36E-02,5.06E-03,8.53E-03,-7.50E-03
9,3.00E+05,0.55,5,0.624753707,1.56E-02,7.82E-03,7.77E-03,-1.21E-02
9,3.00E+05,0.55,5.5,0.673177428,1.79E-02,1.08E-02,7.09E-03,-1.57E-02
